x_ref,T_C,y
3.0500292374538027,52.43080118104423,898.5044359560181
3.0794078973649377,25.757426202007856,906.3343645103552
0.15325561042141977,36.037610211556085,48.45279919574677
-2.141986199118584,55.69511897947969,-641.3292720207725
-4.460692976183436,20.26777577314894,-1262.0198221919316
-1.1663111921448177,-18.414219326800634,-355.0299497086577
-0.9152679458000135,36.15095223980515,-279.7761269409735
-4.547248060975548,74.40740780701536,-1286.4740257591986
-4.51242289272832,-16.20860273041171,-1273.4934514199194
4.991761150650714,26.27983306514203,1392.9676254665956
1.5236911158798776,45.44662929937188,462.3710778384208
-2.6548979833017605,28.90367588855724,-786.4173263560169
-0.6505244777485792,-9.651410114476581,-196.49522676792918
4.741861932592554,31.37926426839985,1334.1444984298712
3.9767760810854877,-12.020253602913604,1140.520484876501
3.442310376087409,-12.972012212893718,999.0298379561391
-1.0759533566522181,13.812304058689335,-329.564345455115
-0.06976981268257454,-2.2667926991832985,-20.85795745493688
1.7668935183106607,30.436069919328474,534.8084494534968
-4.39197287041944,74.45535933018813,-1253.7571156680406
0.5559611692072339,1.503767653265438,169.2620905068264
-2.285483954698985,78.87471741682548,-684.4444481118593
3.796511733349222,14.933328017097928,1096.8641321819962
-4.35785562687809,63.56238666572979,-1241.2623764978762
1.79181533021365,32.27406314123988,542.1611995515286
3.700885023275033,58.05841177259737,1073.1173801963273
-2.726814748390919,66.53161811498993,-810.6855167410457
3.9544823941412606,64.18925823677509,1140.521959730389
3.72195468024335,-5.2373407335467075,1076.6856423383447
-4.814827823297892,69.12201476732237,-1353.1499733156759
2.0749556733717736,-8.019552161851589,621.0396575986149
-4.9880031641317135,53.438866179051615,-1394.4652554911636
0.0336396555366445,-15.422662130843383,8.346959660773628
-0.6333294782434731,10.020720939004754,-191.64056008421292
-2.9674716388543523,-6.81010203565187,-870.9431551519359
-1.7505735542439393,42.16262052505803,-529.0815782695012
3.0621533102704355,11.490119378655145,901.8409956244132
-1.8354791259550982,36.631575910056085,-555.0723739055028
-3.509614164664442,1.845366207418337,-1019.8710929798284
1.985119903183108,19.920658890630037,598.592534639655
-0.5145589923962381,70.14269497619924,-157.4249110524048
2.98939490963134,39.742352347732506,881.8013836540698
-2.6448354269382857,28.672299290216593,-788.1166716362867
-1.8021534568171371,52.586374573057725,-546.8706703602197
2.9987952605495334,79.25038206408465,885.7267231765219
0.0706813892339131,13.392380183441595,20.9292950166363
0.0638500142157099,-9.03041909061008,19.47866077146479
-2.638058716041365,4.0898430446877185,-783.7350828781829
-4.8546371963618675,-4.3509244156547275,-1357.5679141968594
4.332239002254337,20.530097422824376,1231.7955785012782
-4.1417420891317,54.21567605583293,-1185.1753425324196
3.4492680147361003,56.62968412808854,1006.8714715967276
-1.3211926108848324,-9.206391321335987,-401.48004454995964
4.510229811957995,-3.791559405643067,1273.7652835668598
-1.0057473842119355,16.014649788129105,-305.2679645390323
4.364420618420031,64.43470029297477,1242.0554089780026
0.5615977553389708,28.3836385612722,170.5892000414064
-2.5986467169722416,33.91406678851736,-774.4772276990046
2.4142167002781276,9.112361132476984,720.4981241752546
1.743897148867628,34.9907486551993,528.0692214225016
1.842052123845983,40.51901866894143,557.9668680214036
-0.3617563991663273,13.627914735973043,-111.1167163443343
-2.781114408355453,40.15061719766225,-822.4026458104946
1.409401414813109,55.41463274689167,428.2350004928046
-3.929105038627135,15.402267171550392,-1129.9247560636607
1.9222227464482984,25.597879381344967,578.4109801820141
1.3538679989071074,-6.969240665076718,411.34380723954433
-1.2348747441230778,5.940144163610192,-373.8041955212685
2.985233458061055,-15.935298189955631,878.0406962834693
-3.0597452399295544,-14.367741781229187,-899.0845094951148
-1.095410862022784,-11.575172946858729,-335.17423480400026
2.97933886097021,69.75713809549175,880.7053652080469
-1.1952462935667638,53.23281612626175,-364.8685548046105
2.132578641244521,38.54485899758788,640.3650907509816
1.1251780416531183,59.82995266977528,342.62532349352716
4.410009752426019,-2.4032927120594394,1248.361279153025
4.916767169901963,15.187061168767265,1372.7915713504824
2.236762546507963,38.18825496590534,671.2210013408024
3.088438090346699,65.51038002711502,911.4543292112728
-3.4713497685432717,34.037544680946056,-1011.3835780563454
2.128902625665684,-7.44233751035172,638.3669303724353
3.476243802545339,-15.567169070510937,1009.8544607100786
-0.9877425200736853,-16.494095360036813,-300.7052391311824
0.5325003979354097,55.61597148004397,161.40257122132311
-0.20512248239137865,69.43644856487795,-61.76492044748745
4.585229997993714,-5.468210590270067,1293.1683764618444
-1.8272215972328434,60.99437303964618,-550.4784577885042
-0.9791547306223416,-15.818272339238375,-298.8041887023134
-4.990802108891343,63.510960509596714,-1393.7915887665122
-0.7981546530686954,50.226060051399216,-245.47331612506747
1.3143610613229004,27.337473392349793,399.9476780145501
4.349610941866503,27.720745521397866,1236.2610891729355
