sensor,p_a_um,p_h_um,p_vs,p_doping,sensitivity,noise_sd,lod,full_scale_output,nonlinearity_pct_fs,constraint_metric
piezoresistive_pressure,985.4776444412399,38.916576890390516,4.784216127197821,5.041765506629994e+18,0.3415959204364444,0.008440077046892095,0.0741233417200228,34.15959204364444,0.00016671102006485472,587.8230247237876
piezoresistive_pressure,778.413492110995,18.16038393269711,7.2710643084038615,6.515222302029118e+19,0.5473364364059075,0.008440077046892095,0.046260817764923426,54.73364364059074,0.011218043632590564,439.6527865228441
piezoresistive_pressure,1137.4037930176007,19.129656535836027,6.441750822872717,2.2339421096659704e+18,3.2579871484656597,0.008440077046892095,0.007771740644403947,325.798714846566,0.15095438251665305,216.9118818523234
piezoresistive_pressure,1212.1826228511354,21.578555980620543,2.1555151265870403,2.281156119269377e+18,0.9691732971951971,0.008440077046892095,0.02612559715992324,96.91732971951971,0.09653758017446873,215.42285875210328
piezoresistive_pressure,1218.6907458786873,25.200479903674864,7.656691740182746,1.8622449254353776e+17,3.54298338499135,0.008440077046892095,0.007146584781610006,354.298338499135,0.029381304373110814,248.90137666376714
piezoresistive_pressure,1064.1176180618347,19.507203062217467,7.70122187018424,2.511039397013201e+17,4.436873012571684,0.008440077046892095,0.005706773907869917,443.68730125716843,0.07653161416257485,252.7093155915186
piezoresistive_pressure,1206.2968447753492,20.019324206488204,3.3736337242193306,7.767407810537801e+19,0.4501338581240571,0.008440077046892095,0.05625044791386925,45.01338581240571,0.16759435205318599,201.81179404736807
piezoresistive_pressure,1440.6848065255526,22.25217189608281,2.1466944583520577,2.5655173158882864e+17,1.7276118336097592,0.008440077046892095,0.014656203811576654,172.76118336097593,0.2927496250618135,157.26785663979942
piezoresistive_pressure,932.3938393368504,12.722458131993546,7.229404158925495,6.062679976518186e+17,6.9113902849264885,0.008440077046892095,0.003663551050777564,691.1390284926489,0.7418711424299054,214.67316225133933
piezoresistive_pressure,917.0896677192065,13.011796435106307,9.604357415023392,2.514835018544109e+18,6.514676204241563,0.008440077046892095,0.003886644607784319,651.4676204241563,0.5570075594595428,226.9442445387369
piezoresistive_pressure,764.0141822802898,18.270916313245042,2.008075594621662,3.934258157020332e+17,0.6603423445648791,0.008440077046892095,0.03834409734447759,66.03423445648791,0.009206158465268328,459.1588945666632
piezoresistive_pressure,1081.271630062946,41.51594104417373,6.3701220972532075,3.5048765022043677e+19,0.2387130353084018,0.008440077046892095,0.10606974649693589,23.87130353084018,0.00020874886577192697,520.8957139294695
piezoresistive_pressure,699.665633057271,14.452274428955409,8.468239676922149,7.017234677719534e+19,0.7788620057331928,0.008440077046892095,0.03250926474047316,77.88620057331927,0.029635592321191537,433.07252201850804
piezoresistive_pressure,1298.3338374839755,14.36779657498505,3.1913000188052334,2.6588879002317773e+18,3.198302112961157,0.008440077046892095,0.007916772789557857,319.8302112961157,2.858120455778034,125.03250510271901
piezoresistive_pressure,1448.0729495174671,16.955011102112014,5.905098220054997,1.1207206476943704e+19,3.257511962033552,0.008440077046892095,0.0077728743396140105,325.7511962033552,2.07103348482945,118.61038369500612
piezoresistive_pressure,979.660383031935,17.651155536602598,2.316422237350187,1.3172786501060348e+19,0.5532570043102238,0.008440077046892095,0.045765766982461285,55.32570043102238,0.08775194236801419,269.79106613925376
piezoresistive_pressure,800.4550573454303,12.751080954648373,3.616607859415037,9.561288417286236e+18,1.214961542375081,0.008440077046892095,0.020840356058660713,121.49615423750811,0.23060885822794988,291.92992203904197
piezoresistive_pressure,1051.4855487614632,12.054687784976625,2.021602496463473,6.599562307918473e+17,2.5583914161042633,0.008440077046892095,0.009896934058367087,255.83914161042634,2.345921284717094,159.93917965864566
piezoresistive_pressure,765.9201359490132,31.450839449723016,3.781757097887402,1.4545595018028774e+17,0.45152641141678346,0.008440077046892095,0.05607696582183835,45.152641141678345,0.0001219774865955126,786.449392333802
piezoresistive_pressure,619.311775637864,13.112291856009568,8.101602717560233,9.163872552121177e+18,1.5813392450122468,0.008440077046892095,0.016011890693625446,158.13392450122467,0.024340437136632607,501.4936585930714
piezoresistive_pressure,1308.1595232022512,41.983880395180044,5.004106157451633,1.8926890547174264e+18,0.7304039583682131,0.008440077046892095,0.034666065059729294,73.04039583682132,0.0008758941422658012,359.8874281666963
piezoresistive_pressure,668.7365900274457,19.35346978954785,2.2815807705797315,6.037107607442603e+18,0.28377101507319624,0.008440077046892095,0.08922768639406373,28.377101507319622,0.002003235638330389,634.8252322492102
